id,neighborhood,age,data,latitude,longitude,main_reason,race,genre,police_action,hora_estimada,hora_valida,ano,mes,nome_mes,dia,dia_semana,trimestre,fim_semana,hora,periodo,ageGroup
FC-00080,JARDIM SAO PAULO,32.0,2022-12-10 17:17:26,-8.007,-34.852,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2022,12,DEZEMBRO,10,SÁBADO,4,True,17.0,TARDE,ADULTO
FC-00081,NOVA DESCOBERTA,20.0,2022-03-28 01:49:50,-8.015,-34.863,ROUBO,NAO IDENTIFICADO,HOMEM CIS,False,False,1.0,2022,3,MARÇO,28,SEGUNDA-FEIRA,1,False,1.0,MADRUGADA,ADULTO
FC-00082,JARDIM SAO PAULO,40.0,2020-10-19 23:31:55,-8.009,-34.856,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,23.0,2020,10,OUTUBRO,19,SEGUNDA-FEIRA,4,False,23.0,NOITE,ADULTO
FC-00083,ALTO JOSE DO PINHO,24.0,2025-04-23 07:24:14,-8.022,-34.88,DISPARO,PARDA,HOMEM CIS,False,False,7.0,2025,4,ABRIL,23,QUARTA-FEIRA,2,False,7.0,MANHÃ,ADULTO
FC-00084,IBURA,34.0,2021-11-26 21:09:31,-8.086,-34.889,AMEACA,PRETA,HOMEM CIS,False,False,21.0,2021,11,NOVEMBRO,26,SEXTA-FEIRA,4,False,21.0,NOITE,ADULTO
FC-00085,ALTO JOSE DO PINHO,55.0,2022-09-15 00:09:26,-8.017,-34.89,ROUBO,PARDA,HOMEM CIS,False,False,0.0,2022,9,SETEMBRO,15,QUINTA-FEIRA,3,False,0.0,MADRUGADA,ADULTO
FC-00086,VARZEA,24.0,2023-11-03 21:54:43,-8.031,-34.917,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,21.0,2023,11,NOVEMBRO,3,SEXTA-FEIRA,4,False,21.0,NOITE,ADULTO
FC-00087,JAQUEIRA,35.0,2022-10-03 07:43:58,-8.036,-34.871,DISPARO,PARDA,HOMEM CIS,False,False,7.0,2022,10,OUTUBRO,3,SEGUNDA-FEIRA,4,False,7.0,MANHÃ,ADULTO
FC-00088,ESPINHEIRO,29.0,2025-08-06 20:57:01,-8.052,-34.871,TIRO,NAO IDENTIFICADO,HOMEM CIS,True,False,20.0,2025,8,AGOSTO,6,QUARTA-FEIRA,3,False,20.0,NOITE,ADULTO
FC-00089,IBURA,26.0,2021-11-26 04:11:05,-8.086,-34.887,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,4.0,2021,11,NOVEMBRO,26,SEXTA-FEIRA,4,False,4.0,MADRUGADA,ADULTO
FC-00090,VASCO DA GAMA,12.0,2022-05-15 09:00:57,-8.056,-34.88,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,9.0,2022,5,MAIO,15,DOMINGO,2,True,9.0,MANHÃ,CRIANCA
FC-00091,IPUTINGA,47.0,2025-05-21 23:44:16,-8.032,-34.89,BRIGA,NAO IDENTIFICADO,HOMEM CIS,False,False,23.0,2025,5,MAIO,21,QUARTA-FEIRA,2,False,23.0,NOITE,ADULTO
FC-00092,VARZEA,30.0,2023-10-10 23:18:01,-8.038,-34.914,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,23.0,2023,10,OUTUBRO,10,TERÇA-FEIRA,4,False,23.0,NOITE,ADULTO
FC-00093,CORDOARIA,32.0,2025-10-24 17:57:57,-8.06,-34.873,AMEACA,PARDA,HOMEM CIS,False,False,17.0,2025,10,OUTUBRO,24,SEXTA-FEIRA,4,False,17.0,TARDE,ADULTO
FC-00094,NOVA DESCOBERTA,25.0,2020-12-25 19:53:08,-8.015,-34.863,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,19.0,2020,12,DEZEMBRO,25,SEXTA-FEIRA,4,False,19.0,NOITE,ADULTO
FC-00095,VASCO DA GAMA,49.0,2021-03-03 22:20:47,-8.059,-34.874,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,22.0,2021,3,MARÇO,3,QUARTA-FEIRA,1,False,22.0,NOITE,ADULTO
FC-00096,COHAB,10.0,2025-03-09 22:30:51,-8.065,-34.903,DISPARO,BRANCA,HOMEM CIS,False,False,22.0,2025,3,MARÇO,9,DOMINGO,1,True,22.0,NOITE,CRIANCA
FC-00097,IPUTINGA,33.0,2025-11-24 20:25:54,-8.03,-34.894,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,20.0,2025,11,NOVEMBRO,24,SEGUNDA-FEIRA,4,False,20.0,NOITE,ADULTO
FC-00098,COHAB,24.0,2021-12-22 10:24:52,-8.067,-34.902,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,10.0,2021,12,DEZEMBRO,22,QUARTA-FEIRA,4,False,10.0,MANHÃ,ADULTO
FC-00099,COHAB,34.0,2022-10-08 19:40:52,-8.067,-34.902,ROUBO,NAO IDENTIFICADO,HOMEM CIS,False,False,19.0,2022,10,OUTUBRO,8,SÁBADO,4,True,19.0,NOITE,ADULTO
FC-00100,IPUTINGA,33.0,2021-08-04 02:56:34,-8.026,-34.891,BRIGA,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2021,8,AGOSTO,4,QUARTA-FEIRA,3,False,2.0,MADRUGADA,ADULTO
FC-00101,CORDOARIA,20.0,2023-12-05 22:41:06,-8.06,-34.871,DISPARO,PRETA,MULHER CIS,False,False,22.0,2023,12,DEZEMBRO,5,TERÇA-FEIRA,4,False,22.0,NOITE,ADULTO
FC-00102,ESTACAO,40.0,2022-04-28 14:43:23,-8.053,-34.871,DISPARO,NAO IDENTIFICADO,MULHER CIS,False,False,14.0,2022,4,ABRIL,28,QUINTA-FEIRA,2,False,14.0,TARDE,ADULTO
FC-00103,CORDOARIA,45.0,2024-08-03 20:41:40,-8.06,-34.871,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,20.0,2024,8,AGOSTO,3,SÁBADO,3,True,20.0,NOITE,ADULTO
FC-00104,IBURA,27.0,2020-09-07 18:52:55,-8.083,-34.889,AMEACA,AMARELA,HOMEM CIS,False,False,18.0,2020,9,SETEMBRO,7,SEGUNDA-FEIRA,3,False,18.0,NOITE,ADULTO
FC-00105,VARZEA,43.0,2019-03-18 09:11:07,-8.033,-34.911,ROUBO,NAO IDENTIFICADO,MULHER CIS,False,False,9.0,2019,3,MARÇO,18,SEGUNDA-FEIRA,1,False,9.0,MANHÃ,ADULTO
FC-00106,COHAB,30.0,2018-05-02 03:26:33,-8.063,-34.906,DISPARO,PARDA,HOMEM CIS,False,False,3.0,2018,5,MAIO,2,QUARTA-FEIRA,2,False,3.0,MADRUGADA,ADULTO
FC-00107,SAN MARTIN,33.0,2022-10-02 20:58:55,-8.04,-34.878,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,20.0,2022,10,OUTUBRO,2,DOMINGO,4,True,20.0,NOITE,ADULTO
FC-00108,SAN MARTIN,40.0,2021-11-04 17:58:28,-8.042,-34.872,DISPARO,NAO IDENTIFICADO,MULHER CIS,False,False,17.0,2021,11,NOVEMBRO,4,QUINTA-FEIRA,4,False,17.0,TARDE,ADULTO
FC-00109,IPUTINGA,17.0,2023-12-11 14:38:33,-8.032,-34.89,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,14.0,2023,12,DEZEMBRO,11,SEGUNDA-FEIRA,4,False,14.0,TARDE,ADOLESCENTE
FC-00110,BREJO DA GUARDEIRA,39.0,2023-09-24 21:27:28,-8.068,-34.898,ROUBO,PRETA,HOMEM CIS,False,False,21.0,2023,9,SETEMBRO,24,DOMINGO,3,True,21.0,NOITE,ADULTO
FC-00111,IPUTINGA,29.0,2021-11-09 14:09:43,-8.031,-34.893,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,14.0,2021,11,NOVEMBRO,9,TERÇA-FEIRA,4,False,14.0,TARDE,ADULTO
